Verbo(nselect:0) 	 	 {record, register}(nselect:1)
{reproduce}(nselect:0) 	 	 {triplicate}(nselect:1)
{produce, make, create}(nselect:0) 	 	 {prefabricate, preassemble}(nselect:0)
{produce, make, create}(nselect:0) 	 	 {fudge together, throw together}(nselect:0)
{produce, make, create}(nselect:0) 	 	 {print, publish}(nselect:4)
{print, publish}(nselect:4) 	 	 {republish}(nselect:0)
{print, publish}(nselect:4) 	 	 {gazette}(nselect:0)
{produce, make, create}(nselect:0) 	 	 {confect}(nselect:0)
{produce, make, create}(nselect:0) 	 	 {proof}(nselect:0)
{produce, make, create}(nselect:0) 	 	 {cut, burn}(nselect:0)
{produce, make, create}(nselect:0) 	 	 {render, yield, return, give, generate}(nselect:1)
Verbo(nselect:0) 	 	 {be}(nselect:11)
Verbo(nselect:0) 	 	 {exceed, transcend, surpass}(nselect:2)
{exceed, transcend, surpass}(nselect:2) 	 	 {overgrow}(nselect:0)
Verbo(nselect:0) 	 	 {consider, count, weigh}(nselect:2)
Verbo(nselect:0) 	 	 {analyze, analyse, break down, dissect, take apart}(nselect:1)
{analyze, analyse, break down, dissect, take apart}(nselect:1) 	 	 {parse}(nselect:0)
{analyze, analyse, break down, dissect, take apart}(nselect:1) 	 	 {botanize, botanise}(nselect:0)
Verbo(nselect:0) 	 	 {treat, care for}(nselect:2)
{treat, care for}(nselect:2) 	 	 {hyperventilate}(nselect:0)
{treat, care for}(nselect:2) 	 	 {massage}(nselect:0)
{treat, care for}(nselect:2) 	 	 {purge}(nselect:0)
{treat, care for}(nselect:2) 	 	 {correct}(nselect:0)
{treat, care for}(nselect:2) 	 	 {insufflate}(nselect:0)
{treat, care for}(nselect:2) 	 	 {detox, detoxify}(nselect:0)
{treat, care for}(nselect:2) 	 	 {irrigate}(nselect:0)
{treat, care for}(nselect:2) 	 	 {iodize, iodise}(nselect:0)
{treat, care for}(nselect:2) 	 	 {doctor}(nselect:0)
{treat, care for}(nselect:2) 	 	 {vet}(nselect:0)
{treat, care for}(nselect:2) 	 	 {nurse}(nselect:0)
{treat, care for}(nselect:2) 	 	 {manipulate}(nselect:0)
{treat, care for}(nselect:2) 	 	 {administer, dispense}(nselect:0)
{treat, care for}(nselect:2) 	 	 {remedy, relieve}(nselect:0)
{treat, care for}(nselect:2) 	 	 {dress}(nselect:0)
{treat, care for}(nselect:2) 	 	 {splint}(nselect:0)
{treat, care for}(nselect:2) 	 	 {operate on, operate}(nselect:2)
{operate on, operate}(nselect:2) 	 	 {sterilize, sterilise, desex, unsex, desexualize, desexualise, fix}(nselect:0)
{operate on, operate}(nselect:2) 	 	 {face-lift, lift}(nselect:0)
{operate on, operate}(nselect:2) 	 	 {trephine}(nselect:0)
{operate on, operate}(nselect:2) 	 	 {venesect}(nselect:0)
{treat, care for}(nselect:2) 	 	 {medicate, medicine}(nselect:0)
{treat, care for}(nselect:2) 	 	 {bleed, leech, phlebotomize, phlebotomise}(nselect:0)
{treat, care for}(nselect:2) 	 	 {cup, transfuse}(nselect:0)
{treat, care for}(nselect:2) 	 	 {shock}(nselect:0)
{treat, care for}(nselect:2) 	 	 {pack}(nselect:0)
{treat, care for}(nselect:2) 	 	 {cauterize, cauterise, burn}(nselect:0)
{treat, care for}(nselect:2) 	 	 {analyze, analyse, psychoanalyze, psychoanalyse}(nselect:0)
Verbo(nselect:0) 	 	 {leave, leave behind}(nselect:1)
{leave, leave behind}(nselect:1) 	 	 {widow}(nselect:0)
Verbo(nselect:0) 	 	 {exhaust, discharge, expel, eject, release}(nselect:0)
{exhaust, discharge, expel, eject, release}(nselect:0) 	 	 {excrete, egest, eliminate, pass}(nselect:0)
{excrete, egest, eliminate, pass}(nselect:0) 	 	 {sweat, sudate, perspire}(nselect:0)
{excrete, egest, eliminate, pass}(nselect:0) 	 	 {exude, exudate, transude, ooze out, ooze}(nselect:0)
{excrete, egest, eliminate, pass}(nselect:0) 	 	 {make, urinate, piddle, puddle, micturate, piss, pee, pee-pee, make water, relieve oneself, take a leak, spend a penny, wee, wee-wee, pass water}(nselect:0)
{excrete, egest, eliminate, pass}(nselect:0) 	 	 {urinate}(nselect:0)
{excrete, egest, eliminate, pass}(nselect:0) 	 	 {evacuate, void, empty}(nselect:0)
{excrete, egest, eliminate, pass}(nselect:0) 	 	 {stool, defecate, shit, take a shit, take a crap, ca-ca, crap, make}(nselect:0)
{excrete, egest, eliminate, pass}(nselect:0) 	 	 {vomit, vomit up, purge, cast, sick, cat, be sick, disgorge, regorge, retch, puke, barf, spew, spue, chuck, upchuck, honk, regurgitate, throw up}(nselect:2)
Verbo(nselect:0) 	 	 {know}(nselect:2)
Verbo(nselect:0) 	 	 {join, fall in, get together}(nselect:0)
{join, fall in, get together}(nselect:0) 	 	 {sign up}(nselect:0)
{join, fall in, get together}(nselect:0) 	 	 {band oneself, league together}(nselect:0)
{join, fall in, get together}(nselect:0) 	 	 {unionize, unionise, organize, organise}(nselect:0)
{join, fall in, get together}(nselect:0) 	 	 {rejoin}(nselect:0)
{join, fall in, get together}(nselect:0) 	 	 {infiltrate, penetrate}(nselect:0)
{join, fall in, get together}(nselect:0) 	 	 {unite, unify}(nselect:0)
{unite, unify}(nselect:0) 	 	 {league}(nselect:0)
{unite, unify}(nselect:0) 	 	 {federate, federalize, federalise}(nselect:0)
{unite, unify}(nselect:0) 	 	 {confederate}(nselect:0)
{unite, unify}(nselect:0) 	 	 {ally with}(nselect:0)
{unite, unify}(nselect:0) 	 	 {consociate, associate}(nselect:0)
{unite, unify}(nselect:0) 	 	 {band together, confederate}(nselect:0)
{unite, unify}(nselect:0) 	 	 {reunify, reunite}(nselect:0)
{unite, unify}(nselect:0) 	 	 {marry, get married, wed, conjoin, hook up with, get hitched with, espouse}(nselect:0)
{unite, unify}(nselect:0) 	 	 {club}(nselect:0)
{unite, unify}(nselect:0) 	 	 {pair, pair off, partner off, couple}(nselect:1)
{join, fall in, get together}(nselect:0) 	 	 {affiliate}(nselect:1)
Verbo(nselect:0) 	 	 {desire, want}(nselect:6)
{desire, want}(nselect:6) 	 	 {crave, hunger, thirst, starve, lust}(nselect:0)
{desire, want}(nselect:6) 	 	 {fancy, go for, take to}(nselect:0)
{desire, want}(nselect:6) 	 	 {miss}(nselect:0)
{desire, want}(nselect:6) 	 	 {hope}(nselect:0)
{desire, want}(nselect:6) 	 	 {wish}(nselect:0)
{desire, want}(nselect:6) 	 	 {wish, wish well}(nselect:0)
{desire, want}(nselect:6) 	 	 {wish, care, like}(nselect:0)
{desire, want}(nselect:6) 	 	 {itch, spoil}(nselect:0)
{desire, want}(nselect:6) 	 	 {like}(nselect:0)
{desire, want}(nselect:6) 	 	 {ambition}(nselect:0)
{desire, want}(nselect:6) 	 	 {feel like}(nselect:0)
{desire, want}(nselect:6) 	 	 {envy, begrudge}(nselect:0)
{desire, want}(nselect:6) 	 	 {lust after, lech after}(nselect:0)
{desire, want}(nselect:6) 	 	 {hanker, long, yearn}(nselect:0)
{desire, want}(nselect:6) 	 	 {seek}(nselect:1)
{seek}(nselect:1) 	 	 {bid}(nselect:0)
{seek}(nselect:1) 	 	 {quest}(nselect:0)
Verbo(nselect:0) 	 	 {designate, denominate}(nselect:0)
{designate, denominate}(nselect:0) 	 	 {label}(nselect:0)
{label}(nselect:0) 	 	 {call}(nselect:0)
{label}(nselect:0) 	 	 {address, direct}(nselect:0)
{label}(nselect:0) 	 	 {name, call}(nselect:0)
{label}(nselect:0) 	 	 {stigmatize, stigmatise, brand, denounce, mark}(nselect:1)
Verbo(nselect:0) 	 	 {live}(nselect:2)
{live}(nselect:2) 	 	 {move}(nselect:0)
{live}(nselect:2) 	 	 {dissipate}(nselect:0)
{live}(nselect:2) 	 	 {swing}(nselect:0)
{live}(nselect:2) 	 	 {unlive, live down}(nselect:0)
{live}(nselect:2) 	 	 {wanton}(nselect:0)
{live}(nselect:2) 	 	 {vegetate}(nselect:0)
{live}(nselect:2) 	 	 {pig, pig it}(nselect:0)
{live}(nselect:2) 	 	 {bushwhack}(nselect:0)
{live}(nselect:2) 	 	 {buccaneer}(nselect:0)
{live}(nselect:2) 	 	 {bachelor, bach}(nselect:0)
{live}(nselect:2) 	 	 {eke out}(nselect:0)
{live}(nselect:2) 	 	 {cash out}(nselect:0)
Verbo(nselect:0) 	 	 {choose, prefer, opt}(nselect:1)
{choose, prefer, opt}(nselect:1) 	 	 {opt out, cop out}(nselect:0)
Verbo(nselect:0) 	 	 {connect, link, link up, join, unite}(nselect:1)
{connect, link, link up, join, unite}(nselect:1) 	 	 {syndicate}(nselect:0)
{connect, link, link up, join, unite}(nselect:1) 	 	 {articulate}(nselect:0)
{connect, link, link up, join, unite}(nselect:1) 	 	 {complect, interconnect, interlink}(nselect:0)
Verbo(nselect:0) 	 	 {survive, last, live, live on, go, endure, hold up, hold out}(nselect:1)
{survive, last, live, live on, go, endure, hold up, hold out}(nselect:1) 	 	 {stand up, hold up, hold water}(nselect:0)
{survive, last, live, live on, go, endure, hold up, hold out}(nselect:1) 	 	 {perennate}(nselect:0)
{survive, last, live, live on, go, endure, hold up, hold out}(nselect:1) 	 	 {live out}(nselect:0)
Verbo(nselect:0) 	 	 {free, liberate, release, unloose, unloosen, loose}(nselect:2)
{free, liberate, release, unloose, unloosen, loose}(nselect:2) 	 	 {unspell}(nselect:0)
{free, liberate, release, unloose, unloosen, loose}(nselect:2) 	 	 {unchain}(nselect:0)
{free, liberate, release, unloose, unloosen, loose}(nselect:2) 	 	 {bail}(nselect:0)
{free, liberate, release, unloose, unloosen, loose}(nselect:2) 	 	 {run}(nselect:0)
{free, liberate, release, unloose, unloosen, loose}(nselect:2) 	 	 {bail out}(nselect:0)
{free, liberate, release, unloose, unloosen, loose}(nselect:2) 	 	 {parole}(nselect:0)
Verbo(nselect:0) 	 	 {act, behave, do}(nselect:1)
{act, behave, do}(nselect:1) 	 	 {act involuntarily, act reflexively}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {fall over backwards, bend over backwards}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {presume}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {vulgarize, vulgarise}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {optimize, optimise}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {quack}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {menace}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {make}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {swagger, bluster, swash}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {freeze}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {wanton}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {romanticize}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {sentimentalise, sentimentalize, sentimentize, sentimentise}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {bungle}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {play, toy}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {act, play, act as}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {stooge}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {joke, jest}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {piffle}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {make}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {make as if}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {break down, lose it, snap}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {dally, dawdle}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {backslap}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {hugger mugger}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {sauce}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {footle}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {frivol, trifle}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {swell, puff up}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {follow}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {relax, loosen up}(nselect:0)
{act, behave, do}(nselect:1) 	 	 {ramp, rage, storm}(nselect:0)
Verbo(nselect:0) 	 	 {fire, discharge}(nselect:0)
{fire, discharge}(nselect:0) 	 	 {pop}(nselect:0)
{fire, discharge}(nselect:0) 	 	 {loose off, let fly, let drive}(nselect:0)
{fire, discharge}(nselect:0) 	 	 {fusillade}(nselect:0)
{fire, discharge}(nselect:0) 	 	 {blast, shoot}(nselect:1)
{blast, shoot}(nselect:1) 	 	 {blaze away, blaze}(nselect:0)
{blast, shoot}(nselect:1) 	 	 {overshoot}(nselect:0)
{blast, shoot}(nselect:1) 	 	 {sharpshoot, snipe}(nselect:0)
{blast, shoot}(nselect:1) 	 	 {open fire, fire}(nselect:0)
{blast, shoot}(nselect:1) 	 	 {gun}(nselect:0)
{blast, shoot}(nselect:1) 	 	 {pump}(nselect:0)
Verbo(nselect:0) 	 	 {learn, hear, get word, get wind, pick up, find out, get a line, discover, see}(nselect:0)
{learn, hear, get word, get wind, pick up, find out, get a line, discover, see}(nselect:0) 	 	 {get the goods}(nselect:0)
{learn, hear, get word, get wind, pick up, find out, get a line, discover, see}(nselect:0) 	 	 {wise up}(nselect:0)
{learn, hear, get word, get wind, pick up, find out, get a line, discover, see}(nselect:0) 	 	 {trip up, catch}(nselect:0)
{learn, hear, get word, get wind, pick up, find out, get a line, discover, see}(nselect:0) 	 	 {ascertain}(nselect:0)
{learn, hear, get word, get wind, pick up, find out, get a line, discover, see}(nselect:0) 	 	 {discover, find}(nselect:1)
{discover, find}(nselect:1) 	 	 {rake up}(nselect:0)
{discover, find}(nselect:1) 	 	 {ferret out, ferret}(nselect:0)
Verbo(nselect:0) 	 	 {work, do work}(nselect:1)
{work, do work}(nselect:1) 	 	 {serve}(nselect:0)
{work, do work}(nselect:1) 	 	 {bank}(nselect:0)
{work, do work}(nselect:1) 	 	 {fill, take, occupy}(nselect:1)
{work, do work}(nselect:1) 	 	 {drive}(nselect:0)
{work, do work}(nselect:1) 	 	 {tinker}(nselect:0)
{work, do work}(nselect:1) 	 	 {serve}(nselect:0)
{work, do work}(nselect:1) 	 	 {fink, scab, rat, blackleg}(nselect:0)
{work, do work}(nselect:1) 	 	 {labor, labour, toil, fag, travail, grind, drudge, dig, moil}(nselect:0)
{work, do work}(nselect:1) 	 	 {farm}(nselect:0)
{work, do work}(nselect:1) 	 	 {moonlight}(nselect:0)
{work, do work}(nselect:1) 	 	 {job}(nselect:0)
{work, do work}(nselect:1) 	 	 {man}(nselect:0)
{work, do work}(nselect:1) 	 	 {slave, break one's back, buckle down, knuckle down}(nselect:0)
{work, do work}(nselect:1) 	 	 {subcontract}(nselect:0)
{work, do work}(nselect:1) 	 	 {turn a trick}(nselect:0)
{work, do work}(nselect:1) 	 	 {freelance}(nselect:0)
Verbo(nselect:0) 	 	 {belong to, belong}(nselect:1)
{belong to, belong}(nselect:1) 	 	 {inhere}(nselect:0)
{belong to, belong}(nselect:1) 	 	 {pertain, appertain}(nselect:0)
Verbo(nselect:0) 	 	 {understand}(nselect:0)
{understand}(nselect:0) 	 	 {grok, get the picture, comprehend, savvy, dig, grasp, compass, apprehend}(nselect:0)
{understand}(nselect:0) 	 	 {sense}(nselect:0)
{understand}(nselect:0) 	 	 {follow}(nselect:0)
{understand}(nselect:0) 	 	 {catch, get}(nselect:0)
{understand}(nselect:0) 	 	 {touch}(nselect:0)
{understand}(nselect:0) 	 	 {understand, read, interpret, translate}(nselect:0)
{understand}(nselect:0) 	 	 {read}(nselect:0)
{understand}(nselect:0) 	 	 {interpret, construe, see}(nselect:0)
{interpret, construe, see}(nselect:0) 	 	 {misconstrue, misinterpret, misconceive, misunderstand, misapprehend, be amiss}(nselect:0)
{interpret, construe, see}(nselect:0) 	 	 {read between the lines}(nselect:0)
{interpret, construe, see}(nselect:0) 	 	 {mythicize, mythicise}(nselect:0)
{interpret, construe, see}(nselect:0) 	 	 {literalize, literalise}(nselect:0)
{interpret, construe, see}(nselect:0) 	 	 {spiritualize, spiritualise}(nselect:0)
{interpret, construe, see}(nselect:0) 	 	 {reinterpret}(nselect:0)
{interpret, construe, see}(nselect:0) 	 	 {allegorize, allegorise}(nselect:0)
{interpret, construe, see}(nselect:0) 	 	 {take, read}(nselect:0)
{interpret, construe, see}(nselect:0) 	 	 {read, scan}(nselect:0)
{interpret, construe, see}(nselect:0) 	 	 {educe, evoke, elicit, extract, draw out}(nselect:0)
{interpret, construe, see}(nselect:0) 	 	 {read}(nselect:1)
{read}(nselect:1) 	 	 {anagram, anagrammatize, anagrammatise}(nselect:0)
{read}(nselect:1) 	 	 {reread}(nselect:0)
{read}(nselect:1) 	 	 {dip into}(nselect:0)
{read}(nselect:1) 	 	 {decipher, trace}(nselect:0)
{read}(nselect:1) 	 	 {skim, skim over}(nselect:0)
{read}(nselect:1) 	 	 {lipread, lip-read, speech-read}(nselect:0)
{understand}(nselect:0) 	 	 {make out}(nselect:0)
{understand}(nselect:0) 	 	 {penetrate, fathom, bottom}(nselect:0)
{understand}(nselect:0) 	 	 {solve, work out, figure out, puzzle out, lick, work}(nselect:3)
{solve, work out, figure out, puzzle out, lick, work}(nselect:3) 	 	 {answer, resolve}(nselect:0)
{solve, work out, figure out, puzzle out, lick, work}(nselect:3) 	 	 {riddle}(nselect:0)
{solve, work out, figure out, puzzle out, lick, work}(nselect:3) 	 	 {strike}(nselect:0)
{solve, work out, figure out, puzzle out, lick, work}(nselect:3) 	 	 {guess, infer}(nselect:0)
{solve, work out, figure out, puzzle out, lick, work}(nselect:3) 	 	 {answer}(nselect:0)
{solve, work out, figure out, puzzle out, lick, work}(nselect:3) 	 	 {break}(nselect:0)
Verbo(nselect:0) 	 	 {let, allow, permit}(nselect:4)
{let, allow, permit}(nselect:4) 	 	 {pass}(nselect:0)
Verbo(nselect:0) 	 	 {guarantee, ensure, insure, assure, secure}(nselect:1)
{guarantee, ensure, insure, assure, secure}(nselect:1) 	 	 {doom}(nselect:0)
{guarantee, ensure, insure, assure, secure}(nselect:1) 	 	 {make}(nselect:0)
Verbo(nselect:0) 	 	 {connect, link, tie, link up}(nselect:0)
{connect, link, tie, link up}(nselect:0) 	 	 {attach}(nselect:0)
{attach}(nselect:0) 	 	 {insert, infix, enter, introduce}(nselect:0)
{insert, infix, enter, introduce}(nselect:0) 	 	 {plug in, plug into, connect}(nselect:0)
{insert, infix, enter, introduce}(nselect:0) 	 	 {penetrate}(nselect:0)
{insert, infix, enter, introduce}(nselect:0) 	 	 {cannulate, cannulize, cannulise, intubate, canulate}(nselect:0)
{insert, infix, enter, introduce}(nselect:0) 	 	 {input}(nselect:0)
{insert, infix, enter, introduce}(nselect:0) 	 	 {instill, instil}(nselect:0)
{insert, infix, enter, introduce}(nselect:0) 	 	 {sandwich}(nselect:0)
{insert, infix, enter, introduce}(nselect:0) 	 	 {transplant, graft}(nselect:0)
{insert, infix, enter, introduce}(nselect:0) 	 	 {implant, engraft, embed, imbed, plant}(nselect:1)
{implant, engraft, embed, imbed, plant}(nselect:1) 	 	 {pot}(nselect:0)
{implant, engraft, embed, imbed, plant}(nselect:1) 	 	 {nest}(nselect:0)
{implant, engraft, embed, imbed, plant}(nselect:1) 	 	 {bury, sink}(nselect:0)
{connect, link, tie, link up}(nselect:0) 	 	 {join, bring together}(nselect:0)
{join, bring together}(nselect:0) 	 	 {assemble, piece, put together, set up, tack, tack together}(nselect:0)
{assemble, piece, put together, set up, tack, tack together}(nselect:0) 	 	 {confect, confection, comfit}(nselect:0)
{assemble, piece, put together, set up, tack, tack together}(nselect:0) 	 	 {jumble, confuse, mix up}(nselect:0)
{assemble, piece, put together, set up, tack, tack together}(nselect:0) 	 	 {reassemble}(nselect:0)
{assemble, piece, put together, set up, tack, tack together}(nselect:0) 	 	 {compound}(nselect:0)
{assemble, piece, put together, set up, tack, tack together}(nselect:0) 	 	 {rig up}(nselect:0)
{assemble, piece, put together, set up, tack, tack together}(nselect:0) 	 	 {configure}(nselect:1)
Verbo(nselect:0) 	 	 {disagree, differ, dissent, take issue}(nselect:0)
{disagree, differ, dissent, take issue}(nselect:0) 	 	 {contradict, negate, contravene}(nselect:0)
{contradict, negate, contravene}(nselect:0) 	 	 {deny}(nselect:1)
{deny}(nselect:1) 	 	 {disclaim}(nselect:0)
{deny}(nselect:1) 	 	 {repudiate}(nselect:0)
{deny}(nselect:1) 	 	 {disavow}(nselect:0)
Verbo(nselect:0) 	 	 {touch}(nselect:1)
{touch}(nselect:1) 	 	 {handle, palm}(nselect:0)
{handle, palm}(nselect:0) 	 	 {manipulate}(nselect:0)
{manipulate}(nselect:0) 	 	 {operate, control}(nselect:0)
{operate, control}(nselect:0) 	 	 {synchronize, synchronise}(nselect:0)
{operate, control}(nselect:0) 	 	 {dial}(nselect:0)
{operate, control}(nselect:0) 	 	 {turn}(nselect:0)
{operate, control}(nselect:0) 	 	 {submarine}(nselect:0)
{operate, control}(nselect:0) 	 	 {treadle}(nselect:0)
{operate, control}(nselect:0) 	 	 {relay}(nselect:0)
{operate, control}(nselect:0) 	 	 {gate}(nselect:0)
{operate, control}(nselect:0) 	 	 {pedal}(nselect:0)
{operate, control}(nselect:0) 	 	 {drive}(nselect:0)
{drive}(nselect:0) 	 	 {drive}(nselect:0)
{drive}(nselect:0) 	 	 {pull}(nselect:1)
{pull}(nselect:1) 	 	 {cut in}(nselect:0)
{operate, control}(nselect:0) 	 	 {fly, aviate, pilot}(nselect:2)
{fly, aviate, pilot}(nselect:2) 	 	 {fly blind}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {fly contact}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {solo}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {test fly}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {jet}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {glide}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {hydroplane, seaplane}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {balloon}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {hedgehop, flat-hat}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {hang glide, soar}(nselect:0)
{touch}(nselect:1) 	 	 {engage}(nselect:0)
{touch}(nselect:1) 	 	 {touch}(nselect:0)
{touch}(nselect:1) 	 	 {toe}(nselect:0)
{touch}(nselect:1) 	 	 {pick up}(nselect:0)
{touch}(nselect:1) 	 	 {strike, hit}(nselect:0)
{touch}(nselect:1) 	 	 {finger, thumb}(nselect:0)
{touch}(nselect:1) 	 	 {feel}(nselect:0)
{touch}(nselect:1) 	 	 {palpate, feel}(nselect:0)
{touch}(nselect:1) 	 	 {stroke}(nselect:0)
{touch}(nselect:1) 	 	 {brush}(nselect:0)
{touch}(nselect:1) 	 	 {skim over, skim}(nselect:0)
{touch}(nselect:1) 	 	 {hit}(nselect:0)
{touch}(nselect:1) 	 	 {strike}(nselect:0)
{touch}(nselect:1) 	 	 {snog, kiss, buss, osculate}(nselect:0)
{touch}(nselect:1) 	 	 {kiss}(nselect:0)
{touch}(nselect:1) 	 	 {mouth}(nselect:0)
{touch}(nselect:1) 	 	 {press}(nselect:0)
{touch}(nselect:1) 	 	 {tag}(nselect:0)
{touch}(nselect:1) 	 	 {hit, strike, impinge on, run into, collide with}(nselect:1)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {stub}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {ping}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {spang, bang}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {rear-end}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {broadside}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {connect}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {spat}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {thud}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {bottom}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {bottom out}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {bump, knock}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {run into, bump into, jar against, butt against, knock against}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {collide, clash}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:1) 	 	 {glance}(nselect:0)
Verbo(nselect:0) 	 	 {lose}(nselect:1)
Verbo(nselect:0) 	 	 {succeed, win, come through, bring home the bacon, deliver the goods}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:0) 	 	 {hit}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:0) 	 	 {pull off, negociate, bring off, carry off, manage}(nselect:1)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:0) 	 	 {pass, clear}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:0) 	 	 {luck out, hit the jackpot}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:0) 	 	 {nail down, nail, peg}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:0) 	 	 {pass, make it}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:0) 	 	 {run}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:0) 	 	 {work, act}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:0) 	 	 {pan out}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:0) 	 	 {arrive, make it, get in, go far}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:0) 	 	 {achieve, accomplish, attain, reach}(nselect:4)
{achieve, accomplish, attain, reach}(nselect:4) 	 	 {score}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:4) 	 	 {reach, make, get to, progress to}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:4) 	 	 {begin}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:4) 	 	 {come to, strike}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:4) 	 	 {culminate}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:4) 	 	 {compass}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:4) 	 	 {average}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:4) 	 	 {wangle, finagle, manage}(nselect:0)
Verbo(nselect:0) 	 	 {stop, halt}(nselect:4)
{stop, halt}(nselect:4) 	 	 {go off}(nselect:0)
{stop, halt}(nselect:4) 	 	 {pull up short}(nselect:0)
{stop, halt}(nselect:4) 	 	 {check}(nselect:0)
{stop, halt}(nselect:4) 	 	 {check}(nselect:0)
{stop, halt}(nselect:4) 	 	 {check}(nselect:0)
{stop, halt}(nselect:4) 	 	 {rein, rein in}(nselect:0)
{stop, halt}(nselect:4) 	 	 {stall, conk}(nselect:0)
{stop, halt}(nselect:4) 	 	 {stall}(nselect:0)
{stop, halt}(nselect:4) 	 	 {draw up, pull up, haul up}(nselect:0)
{stop, halt}(nselect:4) 	 	 {brake}(nselect:0)
{stop, halt}(nselect:4) 	 	 {settle}(nselect:0)
Verbo(nselect:0) 	 	 {use, expend}(nselect:0)
{use, expend}(nselect:0) 	 	 {pervert, misuse, abuse}(nselect:0)
{use, expend}(nselect:0) 	 	 {abuse}(nselect:0)
{use, expend}(nselect:0) 	 	 {spare}(nselect:0)
{use, expend}(nselect:0) 	 	 {waste, blow, squander}(nselect:0)
