Verbo(nselect:0) 	 	 {perform, execute, do}(nselect:67)
{manipulate}(nselect:0) 	 	 {tamper, fiddle, monkey}(nselect:0)
{manipulate}(nselect:0) 	 	 {toy, fiddle, diddle, play}(nselect:0)
{manipulate}(nselect:0) 	 	 {operate, control}(nselect:1)
{operate, control}(nselect:1) 	 	 {synchronize, synchronise}(nselect:0)
{operate, control}(nselect:1) 	 	 {dial}(nselect:0)
{operate, control}(nselect:1) 	 	 {turn}(nselect:0)
{operate, control}(nselect:1) 	 	 {submarine}(nselect:0)
{operate, control}(nselect:1) 	 	 {treadle}(nselect:0)
{operate, control}(nselect:1) 	 	 {relay}(nselect:0)
{operate, control}(nselect:1) 	 	 {gate}(nselect:0)
{operate, control}(nselect:1) 	 	 {pedal}(nselect:0)
{operate, control}(nselect:1) 	 	 {drive}(nselect:0)
{drive}(nselect:0) 	 	 {drive}(nselect:0)
{drive}(nselect:0) 	 	 {pull}(nselect:1)
{pull}(nselect:1) 	 	 {cut in}(nselect:0)
{operate, control}(nselect:1) 	 	 {fly, aviate, pilot}(nselect:2)
{fly, aviate, pilot}(nselect:2) 	 	 {fly blind}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {fly contact}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {solo}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {test fly}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {jet}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {glide}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {hydroplane, seaplane}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {balloon}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {hedgehop, flat-hat}(nselect:0)
{fly, aviate, pilot}(nselect:2) 	 	 {hang glide, soar}(nselect:0)
{touch}(nselect:1) 	 	 {stroke}(nselect:0)
{touch}(nselect:1) 	 	 {brush}(nselect:0)
{touch}(nselect:1) 	 	 {skim over, skim}(nselect:0)
{touch}(nselect:1) 	 	 {hit}(nselect:0)
{touch}(nselect:1) 	 	 {strike}(nselect:0)
{touch}(nselect:1) 	 	 {kiss}(nselect:0)
{touch}(nselect:1) 	 	 {mouth}(nselect:0)
{touch}(nselect:1) 	 	 {press}(nselect:1)
{press}(nselect:1) 	 	 {squeeze}(nselect:0)
{press}(nselect:1) 	 	 {squash, crush, squelch, mash, squeeze}(nselect:0)
{press}(nselect:1) 	 	 {crunch, cranch, craunch, grind}(nselect:0)
{press}(nselect:1) 	 	 {drag down, bear down, bear down on, press down on, weigh down}(nselect:0)
{press}(nselect:1) 	 	 {knuckle}(nselect:0)
{press}(nselect:1) 	 	 {push}(nselect:0)
{touch}(nselect:1) 	 	 {tag}(nselect:0)
{touch}(nselect:1) 	 	 {snog, kiss, buss, osculate}(nselect:1)
{snog, kiss, buss, osculate}(nselect:1) 	 	 {smack, peck}(nselect:0)
Verbo(nselect:0) 	 	 {succeed, win, come through, bring home the bacon, deliver the goods}(nselect:2)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:2) 	 	 {hit}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:2) 	 	 {pull off, negociate, bring off, carry off, manage}(nselect:1)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:2) 	 	 {pass, clear}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:2) 	 	 {luck out, hit the jackpot}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:2) 	 	 {nail down, nail, peg}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:2) 	 	 {pass, make it}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:2) 	 	 {run}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:2) 	 	 {work, act}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:2) 	 	 {pan out}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:2) 	 	 {arrive, make it, get in, go far}(nselect:5)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:2) 	 	 {achieve, accomplish, attain, reach}(nselect:25)
{achieve, accomplish, attain, reach}(nselect:25) 	 	 {score}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:25) 	 	 {reach, make, get to, progress to}(nselect:2)
{achieve, accomplish, attain, reach}(nselect:25) 	 	 {begin}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:25) 	 	 {come to, strike}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:25) 	 	 {culminate}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:25) 	 	 {compass}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:25) 	 	 {average}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:25) 	 	 {wangle, finagle, manage}(nselect:0)
Verbo(nselect:0) 	 	 {insist, take a firm stand}(nselect:3)
{insist, take a firm stand}(nselect:3) 	 	 {stand pat, stand firm, hold firm, stand fast}(nselect:0)
{insist, take a firm stand}(nselect:3) 	 	 {assert, asseverate, maintain}(nselect:0)
{assert, asseverate, maintain}(nselect:0) 	 	 {predicate, proclaim}(nselect:0)
{assert, asseverate, maintain}(nselect:0) 	 	 {allege, aver, say}(nselect:4)
{allege, aver, say}(nselect:4) 	 	 {plead}(nselect:0)
Verbo(nselect:0) 	 	 {perceive, comprehend}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {feel, sense}(nselect:5)
{perceive, comprehend}(nselect:0) 	 	 {apperceive}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {pick up, receive}(nselect:1)
{pick up, receive}(nselect:1) 	 	 {hear}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {divine}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {hallucinate}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {misperceive}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {catch, pick up}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {dream}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {hurt, ache, suffer}(nselect:1)
{hurt, ache, suffer}(nselect:1) 	 	 {catch, get}(nselect:0)
{hurt, ache, suffer}(nselect:1) 	 	 {twinge}(nselect:0)
{hurt, ache, suffer}(nselect:1) 	 	 {prick, sting, twinge}(nselect:0)
{hurt, ache, suffer}(nselect:1) 	 	 {kill}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {smell}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {touch}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {spy, sight}(nselect:0)
{spy, sight}(nselect:0) 	 	 {descry, spot, espy, spy}(nselect:0)
{spy, sight}(nselect:0) 	 	 {detect, observe, find, discover, notice}(nselect:20)
{detect, observe, find, discover, notice}(nselect:20) 	 	 {find out, catch out}(nselect:0)
{detect, observe, find, discover, notice}(nselect:20) 	 	 {sense}(nselect:0)
{detect, observe, find, discover, notice}(nselect:20) 	 	 {instantiate}(nselect:0)
{detect, observe, find, discover, notice}(nselect:20) 	 	 {trace}(nselect:0)
{detect, observe, find, discover, notice}(nselect:20) 	 	 {see}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {hear}(nselect:3)
{hear}(nselect:3) 	 	 {catch, take in, overhear}(nselect:0)
{hear}(nselect:3) 	 	 {catch, get}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {listen}(nselect:3)
{listen}(nselect:3) 	 	 {hear out}(nselect:0)
{listen}(nselect:3) 	 	 {listen in}(nselect:0)
{listen}(nselect:3) 	 	 {attend, hang, advert, pay heed, give ear}(nselect:1)
{attend, hang, advert, pay heed, give ear}(nselect:1) 	 	 {fixate}(nselect:0)
{listen}(nselect:3) 	 	 {hark, harken, hearken}(nselect:0)
{listen}(nselect:3) 	 	 {listen in, eavesdrop}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {taste}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {find}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {see through}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {see}(nselect:14)
{see}(nselect:14) 	 	 {glimpse}(nselect:0)
{see}(nselect:14) 	 	 {see}(nselect:0)
{see}(nselect:14) 	 	 {catch sight, get a look, catch a glimpse}(nselect:0)
{see}(nselect:14) 	 	 {behold, lay eyes on}(nselect:0)
Verbo(nselect:0) 	 	 {be}(nselect:6)
Verbo(nselect:0) 	 	 {get rid of, remove}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {slough off}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {weed out, comb out}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {work off}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {cull}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {dump, ditch}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {unmuzzle}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {deaerate, de-aerate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {decaffeinate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {decarbonate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {decerebrate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {dechlorinate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {defat}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {defibrinate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {degrease}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {deionize}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {delist}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {delocalize}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {deoxygenate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {destain}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {desulfurize, desulphurize}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {detick}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {devein}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {fettle}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {flesh}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {flense}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {kern}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {pith}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {scum}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {unbridle}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:3)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:3) 	 	 {unlearn}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:3) 	 	 {deep-six, give it the deep six}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:3) 	 	 {jettison}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:3) 	 	 {trash, junk, scrap}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:3) 	 	 {waste}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:3) 	 	 {dump}(nselect:1)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:3) 	 	 {retire}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:3) 	 	 {abandon}(nselect:6)
{abandon}(nselect:6) 	 	 {chuck, ditch}(nselect:0)
{abandon}(nselect:6) 	 	 {dispense with}(nselect:0)
{abandon}(nselect:6) 	 	 {forfeit, give up, throw overboard, waive, forgo, forego}(nselect:4)
{forfeit, give up, throw overboard, waive, forgo, forego}(nselect:4) 	 	 {lapse}(nselect:0)
{abandon}(nselect:6) 	 	 {consign}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:3) 	 	 {sell out, sell up, liquidize}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:3) 	 	 {de-access}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:3) 	 	 {close out}(nselect:0)
Verbo(nselect:0) 	 	 {move}(nselect:0)
{move}(nselect:0) 	 	 {move involuntarily, move reflexively}(nselect:0)
{move}(nselect:0) 	 	 {quicken}(nselect:0)
{move}(nselect:0) 	 	 {stretch, stretch out}(nselect:0)
{move}(nselect:0) 	 	 {snap, click, flick}(nselect:0)
{move}(nselect:0) 	 	 {flex, bend}(nselect:0)
{move}(nselect:0) 	 	 {spread, propagate}(nselect:0)
{move}(nselect:0) 	 	 {reach, reach out}(nselect:1)
{move}(nselect:0) 	 	 {putter, potter, potter around, putter around}(nselect:0)
{move}(nselect:0) 	 	 {dance, trip the light fantastic, trip the light fantastic toe}(nselect:0)
{move}(nselect:0) 	 	 {drop back}(nselect:0)
{move}(nselect:0) 	 	 {hit the dirt, hit the deck}(nselect:0)
{move}(nselect:0) 	 	 {gravitate}(nselect:0)
{move}(nselect:0) 	 	 {fly}(nselect:0)
{move}(nselect:0) 	 	 {move over, give way, give, ease up, yield}(nselect:0)
{move}(nselect:0) 	 	 {cut to}(nselect:0)
{move}(nselect:0) 	 	 {lurch, pitch, shift}(nselect:0)
{move}(nselect:0) 	 	 {jolt, jar}(nselect:0)
{move}(nselect:0) 	 	 {duck}(nselect:0)
{move}(nselect:0) 	 	 {bob}(nselect:0)
{move}(nselect:0) 	 	 {wallow, welter}(nselect:0)
{move}(nselect:0) 	 	 {writhe, wrestle, wriggle, worm, squirm, twist}(nselect:0)
{move}(nselect:0) 	 	 {wobble, coggle}(nselect:0)
{move}(nselect:0) 	 	 {sidle, sashay}(nselect:0)
{move}(nselect:0) 	 	 {sidle}(nselect:0)
{move}(nselect:0) 	 	 {sweep, sail}(nselect:0)
{move}(nselect:0) 	 	 {brush, sweep}(nselect:0)
{move}(nselect:0) 	 	 {wamble, waggle}(nselect:0)
{move}(nselect:0) 	 	 {chop}(nselect:0)
{move}(nselect:0) 	 	 {reciprocate}(nselect:0)
{move}(nselect:0) 	 	 {move back and forth}(nselect:0)
{move}(nselect:0) 	 	 {nod}(nselect:0)
{move}(nselect:0) 	 	 {pulsate, beat, quiver}(nselect:0)
{move}(nselect:0) 	 	 {beat, pound, thump}(nselect:0)
{move}(nselect:0) 	 	 {teeter, seesaw, totter}(nselect:0)
{move}(nselect:0) 	 	 {buck, jerk, hitch}(nselect:0)
{move}(nselect:0) 	 	 {cant, cant over, tilt, slant, pitch}(nselect:0)
{move}(nselect:0) 	 	 {careen, wobble, shift, tilt}(nselect:0)
{move}(nselect:0) 	 	 {churn, boil, moil, roil}(nselect:0)
{move}(nselect:0) 	 	 {steal, slip}(nselect:0)
{move}(nselect:0) 	 	 {shake, agitate}(nselect:0)
{shake, agitate}(nselect:0) 	 	 {fluff up, plump up, shake up}(nselect:0)
{shake, agitate}(nselect:0) 	 	 {fan}(nselect:0)
{shake, agitate}(nselect:0) 	 	 {tremble}(nselect:1)
{tremble}(nselect:1) 	 	 {shudder, shiver, throb, thrill}(nselect:0)
{tremble}(nselect:1) 	 	 {quiver, quake, palpitate}(nselect:0)
{shake, agitate}(nselect:0) 	 	 {palpitate}(nselect:0)
{shake, agitate}(nselect:0) 	 	 {convulse}(nselect:0)
{shake, agitate}(nselect:0) 	 	 {sparge}(nselect:0)
{shake, agitate}(nselect:0) 	 	 {succuss, shake up}(nselect:0)
{shake, agitate}(nselect:0) 	 	 {concuss}(nselect:0)
{shake, agitate}(nselect:0) 	 	 {rattle}(nselect:0)
{shake, agitate}(nselect:0) 	 	 {convulse, thresh, thresh about, thrash, thrash about, slash, toss, jactitate}(nselect:0)
{shake, agitate}(nselect:0) 	 	 {jiggle, joggle, wiggle}(nselect:0)
{shake, agitate}(nselect:0) 	 	 {tremor, quake}(nselect:1)
{move}(nselect:0) 	 	 {vibrate}(nselect:0)
{move}(nselect:0) 	 	 {jerk, twitch}(nselect:0)
{move}(nselect:0) 	 	 {flip, twitch}(nselect:0)
{move}(nselect:0) 	 	 {snap, click}(nselect:0)
{move}(nselect:0) 	 	 {stir, shift, budge, agitate}(nselect:0)
{move}(nselect:0) 	 	 {arouse, stir}(nselect:0)
{move}(nselect:0) 	 	 {dance}(nselect:2)
{dance}(nselect:2) 	 	 {glissade}(nselect:0)
{dance}(nselect:2) 	 	 {chasse, sashay}(nselect:0)
{dance}(nselect:2) 	 	 {capriole}(nselect:0)
{move}(nselect:0) 	 	 {stumble, trip}(nselect:0)
{move}(nselect:0) 	 	 {falter, waver}(nselect:0)
{move}(nselect:0) 	 	 {roll, undulate, flap, wave}(nselect:0)
{move}(nselect:0) 	 	 {mill, mill about, mill around}(nselect:0)
{move}(nselect:0) 	 	 {turn}(nselect:2)
{turn}(nselect:2) 	 	 {twist}(nselect:0)
{turn}(nselect:2) 	 	 {flip, flip over, turn over}(nselect:0)
{turn}(nselect:2) 	 	 {turn on a dime}(nselect:0)
{turn}(nselect:2) 	 	 {roll, turn over}(nselect:0)
{turn}(nselect:2) 	 	 {roll over}(nselect:0)
{turn}(nselect:2) 	 	 {swing around, swing about, turn around}(nselect:0)
{turn}(nselect:2) 	 	 {flip, toss}(nselect:0)
{turn}(nselect:2) 	 	 {port}(nselect:0)
{turn}(nselect:2) 	 	 {face}(nselect:1)
{turn}(nselect:2) 	 	 {turn off}(nselect:0)
{turn}(nselect:2) 	 	 {turn away}(nselect:0)
{turn}(nselect:2) 	 	 {gee}(nselect:0)
{turn}(nselect:2) 	 	 {about-face}(nselect:0)
{turn}(nselect:2) 	 	 {caracole}(nselect:0)
{turn}(nselect:2) 	 	 {corner}(nselect:0)
{turn}(nselect:2) 	 	 {overturn, turn over, tip over, tump over}(nselect:1)
{overturn, turn over, tip over, tump over}(nselect:1) 	 	 {capsize, turtle, turn turtle}(nselect:0)
{overturn, turn over, tip over, tump over}(nselect:1) 	 	 {upend}(nselect:0)
{turn}(nselect:2) 	 	 {bend}(nselect:0)
{turn}(nselect:2) 	 	 {swerve, sheer, curve, trend, veer, slue, slew, cut}(nselect:0)
{turn}(nselect:2) 	 	 {deflect}(nselect:5)
{turn}(nselect:2) 	 	 {deflect, bend, turn away}(nselect:0)
{turn}(nselect:2) 	 	 {avert, turn away}(nselect:0)
{turn}(nselect:2) 	 	 {turn out, splay, spread out, rotate}(nselect:0)
{turn}(nselect:2) 	 	 {rotate, circumvolve}(nselect:0)
{turn}(nselect:2) 	 	 {pivot, swivel}(nselect:0)
{turn}(nselect:2) 	 	 {gyrate, spiral, coil}(nselect:0)
{turn}(nselect:2) 	 	 {corkscrew, spiral}(nselect:0)
{turn}(nselect:2) 	 	 {pronate}(nselect:0)
{turn}(nselect:2) 	 	 {deviate, divert}(nselect:1)
{deviate, divert}(nselect:1) 	 	 {yaw}(nselect:0)
{deviate, divert}(nselect:1) 	 	 {detour}(nselect:0)
{deviate, divert}(nselect:1) 	 	 {sidetrack, depart, digress, straggle}(nselect:0)
{move}(nselect:0) 	 	 {startle, jump, start}(nselect:0)
{move}(nselect:0) 	 	 {mope, mope around}(nselect:0)
{move}(nselect:0) 	 	 {hop on, mount, mount up, get on, jump on, climb on, bestride}(nselect:0)
{move}(nselect:0) 	 	 {climb}(nselect:0)
{move}(nselect:0) 	 	 {strike out}(nselect:0)
{move}(nselect:0) 	 	 {jump, leap, bound, spring}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {pronk}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {bounce, resile, take a hop, spring, bound, rebound, recoil, reverberate, ricochet}(nselect:1)
{bounce, resile, take a hop, spring, bound, rebound, recoil, reverberate, ricochet}(nselect:1) 	 	 {kick back, recoil, kick}(nselect:0)
{bounce, resile, take a hop, spring, bound, rebound, recoil, reverberate, ricochet}(nselect:1) 	 	 {skip, bound off}(nselect:0)
{bounce, resile, take a hop, spring, bound, rebound, recoil, reverberate, ricochet}(nselect:1) 	 	 {carom}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {burst}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {bounce}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {capriole}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {galumph}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {ski jump}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {saltate}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {vault}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {leapfrog}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {curvet}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {hop, skip, hop-skip}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {caper}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {hop}(nselect:0)
{jump, leap, bound, spring}(nselect:0) 	 	 {vault, overleap}(nselect:2)
{vault, overleap}(nselect:2) 	 	 {hurdle}(nselect:0)
{move}(nselect:0) 	 	 {bolt}(nselect:0)
{move}(nselect:0) 	 	 {get down}(nselect:0)
{move}(nselect:0) 	 	 {assume, take, strike, take up}(nselect:1)
{move}(nselect:0) 	 	 {seesaw}(nselect:0)
{move}(nselect:0) 	 	 {separate, part, split}(nselect:0)
{move}(nselect:0) 	 	 {diverge}(nselect:2)
{diverge}(nselect:2) 	 	 {branch, ramify, fork, furcate, separate}(nselect:0)
{move}(nselect:0) 	 	 {list, lean}(nselect:0)
{move}(nselect:0) 	 	 {whirl, tumble, whirl around}(nselect:0)
{move}(nselect:0) 	 	 {close, come together}(nselect:0)
{move}(nselect:0) 	 	 {bustle, bustle about, hustle}(nselect:0)
{move}(nselect:0) 	 	 {fidget}(nselect:0)
{move}(nselect:0) 	 	 {linger, dawdle}(nselect:0)
{move}(nselect:0) 	 	 {flinch, squinch, funk, cringe, shrink, wince, recoil, quail}(nselect:0)
{move}(nselect:0) 	 	 {lunge, hurl, hurtle, thrust}(nselect:1)
{lunge, hurl, hurtle, thrust}(nselect:1) 	 	 {dart}(nselect:0)
{lunge, hurl, hurtle, thrust}(nselect:1) 	 	 {riposte}(nselect:0)
{move}(nselect:0) 	 	 {swoop}(nselect:0)
{move}(nselect:0) 	 	 {flow, flux}(nselect:0)
{move}(nselect:0) 	 	 {run, flow, feed, course}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {flush}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {jet, gush}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {tide, surge}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {circulate}(nselect:1)
{circulate}(nselect:1) 	 	 {ventilate}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {eddy, purl, whirlpool, swirl, whirl}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {waste, run off}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {run down}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {pour}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {spill, run out}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {stream, well out}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {drain, run out}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {seep, ooze}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {gutter}(nselect:0)
{run, flow, feed, course}(nselect:0) 	 	 {trickle, dribble, filter}(nselect:1)
{trickle, dribble, filter}(nselect:1) 	 	 {leach, percolate}(nselect:0)
{move}(nselect:0) 	 	 {flurry}(nselect:0)
{move}(nselect:0) 	 	 {streak}(nselect:0)
{move}(nselect:0) 	 	 {heave}(nselect:0)
{move}(nselect:0) 	 	 {crash}(nselect:0)
{move}(nselect:0) 	 	 {thunder}(nselect:0)
{move}(nselect:0) 	 	 {snap}(nselect:0)
{move}(nselect:0) 	 	 {beat, flap}(nselect:0)
{move}(nselect:0) 	 	 {fling}(nselect:0)
{move}(nselect:0) 	 	 {hop}(nselect:0)
{move}(nselect:0) 	 	 {turn}(nselect:0)
{turn}(nselect:0) 	 	 {revolve, go around, rotate}(nselect:0)
{revolve, go around, rotate}(nselect:0) 	 	 {screw, drive in}(nselect:0)
{revolve, go around, rotate}(nselect:0) 	 	 {screw}(nselect:0)
{revolve, go around, rotate}(nselect:0) 	 	 {wheel, wheel around}(nselect:0)
{revolve, go around, rotate}(nselect:0) 	 	 {twirl, swirl, twiddle, whirl}(nselect:0)
{revolve, go around, rotate}(nselect:0) 	 	 {spin, spin around, whirl, reel, gyrate}(nselect:6)
{spin, spin around, whirl, reel, gyrate}(nselect:6) 	 	 {whirligig}(nselect:0)
{move}(nselect:0) 	 	 {dodge}(nselect:0)
{move}(nselect:0) 	 	 {dodge}(nselect:0)
{move}(nselect:0) 	 	 {throw}(nselect:0)
{move}(nselect:0) 	 	 {make way}(nselect:0)
{move}(nselect:0) 	 	 {dance}(nselect:0)
{move}(nselect:0) 	 	 {grab}(nselect:0)
{move}(nselect:0) 	 	 {cut}(nselect:0)
{move}(nselect:0) 	 	 {close}(nselect:0)
{move}(nselect:0) 	 	 {jump, leap, jump off}(nselect:1)
{move}(nselect:0) 	 	 {slip}(nselect:0)
{move}(nselect:0) 	 	 {exit, go out, get out, leave}(nselect:2)
{exit, go out, get out, leave}(nselect:2) 	 	 {go, go away, depart}(nselect:3)
{go, go away, depart}(nselect:3) 	 	 {shove off, shove along, blow}(nselect:0)
{exit, go out, get out, leave}(nselect:2) 	 	 {pop out}(nselect:0)
{exit, go out, get out, leave}(nselect:2) 	 	 {file out}(nselect:0)
{exit, go out, get out, leave}(nselect:2) 	 	 {hop out, get off}(nselect:0)
{exit, go out, get out, leave}(nselect:2) 	 	 {fall out}(nselect:0)
{exit, go out, get out, leave}(nselect:2) 	 	 {get off}(nselect:0)
{exit, go out, get out, leave}(nselect:2) 	 	 {step out}(nselect:0)
{exit, go out, get out, leave}(nselect:2) 	 	 {eject}(nselect:0)
{exit, go out, get out, leave}(nselect:2) 	 	 {undock}(nselect:0)
{exit, go out, get out, leave}(nselect:2) 	 	 {log out, log off}(nselect:0)
Verbo(nselect:0) 	 	 {determine, set}(nselect:0)
{determine, set}(nselect:0) 	 	 {identify, place}(nselect:2)
{identify, place}(nselect:2) 	 	 {distinguish, separate, differentiate, secern, secernate, severalize, severalise, tell, tell apart}(nselect:3)
{distinguish, separate, differentiate, secern, secernate, severalize, severalise, tell, tell apart}(nselect:3) 	 	 {discriminate, separate, single out}(nselect:0)
{discriminate, separate, single out}(nselect:0) 	 	 {hive off}(nselect:0)
{discriminate, separate, single out}(nselect:0) 	 	 {segregate}(nselect:0)
{discriminate, separate, single out}(nselect:0) 	 	 {redline}(nselect:0)
{discriminate, separate, single out}(nselect:0) 	 	 {disadvantage, disfavor, disfavour}(nselect:0)
{discriminate, separate, single out}(nselect:0) 	 	 {isolate, insulate}(nselect:2)
