Verbo(nselect:0) 	 	 {perform, execute, do}(nselect:5)
{enter, come in, get into, get in, go into, go in, move into}(nselect:2) 	 	 {file in}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:2) 	 	 {pop in}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:2) 	 	 {walk in}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:2) 	 	 {call at, out in}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:2) 	 	 {take water}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:2) 	 	 {turn in}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:2) 	 	 {board, get on}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:2) 	 	 {intrude, irrupt}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:2) 	 	 {intrude on, invade, obtrude upon, encroach upon}(nselect:0)
{enter, come in, get into, get in, go into, go in, move into}(nselect:2) 	 	 {dock}(nselect:0)
Verbo(nselect:0) 	 	 {begin, start}(nselect:2)
{begin, start}(nselect:2) 	 	 {erupt, break out}(nselect:0)
{begin, start}(nselect:2) 	 	 {bud}(nselect:0)
{begin, start}(nselect:2) 	 	 {break out}(nselect:0)
{begin, start}(nselect:2) 	 	 {set in, kick in}(nselect:0)
{begin, start}(nselect:2) 	 	 {dawn}(nselect:0)
{begin, start}(nselect:2) 	 	 {originate}(nselect:0)
Verbo(nselect:0) 	 	 {prevent, keep}(nselect:0)
{prevent, keep}(nselect:0) 	 	 {impede, hinder}(nselect:0)
{impede, hinder}(nselect:0) 	 	 {obstruct, obturate, impede, occlude, jam, block, close up}(nselect:3)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:3) 	 	 {blockade, block off}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:3) 	 	 {barricade, barricado}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:3) 	 	 {barricade}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:3) 	 	 {suffocate, stifle, asphyxiate, choke}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:3) 	 	 {tie up}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:3) 	 	 {dam, dam up}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:3) 	 	 {screen, block out}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:3) 	 	 {land up, earth up}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:3) 	 	 {clog, choke off, clog up, back up, congest, choke, foul}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:3) 	 	 {barricade, block, blockade, stop, block off, block up, bar}(nselect:3)
{barricade, block, blockade, stop, block off, block up, bar}(nselect:3) 	 	 {shut off, block off, close off}(nselect:0)
{barricade, block, blockade, stop, block off, block up, bar}(nselect:3) 	 	 {close}(nselect:1)
{impede, hinder}(nselect:0) 	 	 {inhibit}(nselect:0)
{impede, hinder}(nselect:0) 	 	 {interfere}(nselect:0)
{impede, hinder}(nselect:0) 	 	 {set back}(nselect:0)
{impede, hinder}(nselect:0) 	 	 {hobble}(nselect:0)
{impede, hinder}(nselect:0) 	 	 {stunt}(nselect:0)
Verbo(nselect:0) 	 	 {leave, go forth, go away}(nselect:7)
{leave, go forth, go away}(nselect:7) 	 	 {go out}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {desert}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {depart, take leave, quit}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {pop off}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {walk off, walk away}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {hightail}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {walk out}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {come away}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {decamp, skip, vamoose}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {scram, buzz off, fuck off, get, bugger off}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {run off, run out, bolt, bolt out, beetle off}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {ride off, ride away}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {go out}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {tarry, linger}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {depart, part, start, start out, set forth, set off, set out, take off}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {pull out, get out}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {rush off, rush away}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {slip away, steal away, sneak away, sneak off, sneak out}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {vacate, empty, abandon}(nselect:0)
{leave, go forth, go away}(nselect:7) 	 	 {scat, run, scarper, turn tail, lam, run away, hightail it, bunk, head for the hills, take to the woods, escape, fly the coop, break away}(nselect:3)
{scat, run, scarper, turn tail, lam, run away, hightail it, bunk, head for the hills, take to the woods, escape, fly the coop, break away}(nselect:3) 	 	 {flee, fly, take flight}(nselect:1)
{flee, fly, take flight}(nselect:1) 	 	 {break}(nselect:0)
{flee, fly, take flight}(nselect:1) 	 	 {stampede}(nselect:0)
{flee, fly, take flight}(nselect:1) 	 	 {abscond, bolt, absquatulate, decamp, run off, go off, make off}(nselect:0)
{flee, fly, take flight}(nselect:1) 	 	 {elope, run off}(nselect:0)
{flee, fly, take flight}(nselect:1) 	 	 {high-tail}(nselect:0)
{flee, fly, take flight}(nselect:1) 	 	 {defect, desert}(nselect:0)
{flee, fly, take flight}(nselect:1) 	 	 {escape, get away, break loose}(nselect:2)
{escape, get away, break loose}(nselect:2) 	 	 {break, break out, break away}(nselect:0)
{escape, get away, break loose}(nselect:2) 	 	 {shake, shake off, throw off, escape from}(nselect:0)
{escape, get away, break loose}(nselect:2) 	 	 {elude, evade, bilk}(nselect:0)
{escape, get away, break loose}(nselect:2) 	 	 {slip}(nselect:0)
{escape, get away, break loose}(nselect:2) 	 	 {run away}(nselect:0)
{escape, get away, break loose}(nselect:2) 	 	 {escape, get away}(nselect:0)
{scat, run, scarper, turn tail, lam, run away, hightail it, bunk, head for the hills, take to the woods, escape, fly the coop, break away}(nselect:3) 	 	 {skedaddle}(nselect:0)
Verbo(nselect:0) 	 	 {prevent, forestall, foreclose, preclude, forbid}(nselect:0)
{prevent, forestall, foreclose, preclude, forbid}(nselect:0) 	 	 {save, make unnecessary}(nselect:0)
{prevent, forestall, foreclose, preclude, forbid}(nselect:0) 	 	 {obstruct, blockade, block, hinder, stymie, stymy, embarrass}(nselect:0)
{prevent, forestall, foreclose, preclude, forbid}(nselect:0) 	 	 {thwart, queer, spoil, scotch, foil, cross, frustrate, baffle, bilk}(nselect:0)
{thwart, queer, spoil, scotch, foil, cross, frustrate, baffle, bilk}(nselect:0) 	 	 {disappoint, let down}(nselect:0)
{thwart, queer, spoil, scotch, foil, cross, frustrate, baffle, bilk}(nselect:0) 	 	 {dash}(nselect:0)
{thwart, queer, spoil, scotch, foil, cross, frustrate, baffle, bilk}(nselect:0) 	 	 {short-circuit}(nselect:0)
{thwart, queer, spoil, scotch, foil, cross, frustrate, baffle, bilk}(nselect:0) 	 	 {ruin}(nselect:1)
{ruin}(nselect:1) 	 	 {undo}(nselect:0)
{ruin}(nselect:1) 	 	 {break}(nselect:0)
{ruin}(nselect:1) 	 	 {shipwreck}(nselect:0)
{prevent, forestall, foreclose, preclude, forbid}(nselect:0) 	 	 {stop, halt, block, kibosh}(nselect:0)
{prevent, forestall, foreclose, preclude, forbid}(nselect:0) 	 	 {debar, forefend, forfend, obviate, deflect, avert, head off, stave off, fend off, avoid, ward off}(nselect:4)
Verbo(nselect:0) 	 	 {find, happen, chance, bump, encounter}(nselect:3)
Verbo(nselect:0) 	 	 {appear}(nselect:0)
{appear}(nselect:0) 	 	 {peep}(nselect:0)
{appear}(nselect:0) 	 	 {erupt}(nselect:0)
{appear}(nselect:0) 	 	 {manifest}(nselect:0)
{appear}(nselect:0) 	 	 {wash up}(nselect:0)
{appear}(nselect:0) 	 	 {come to light, come to hand}(nselect:0)
{appear}(nselect:0) 	 	 {come on, come out, turn up, surface, show up}(nselect:0)
{appear}(nselect:0) 	 	 {outcrop}(nselect:0)
{appear}(nselect:0) 	 	 {flash}(nselect:0)
{appear}(nselect:0) 	 	 {flash}(nselect:0)
{appear}(nselect:0) 	 	 {turn out}(nselect:0)
{appear}(nselect:0) 	 	 {basset, crop out}(nselect:0)
{appear}(nselect:0) 	 	 {pop out, burst out}(nselect:0)
{appear}(nselect:0) 	 	 {reappear, re-emerge}(nselect:0)
{appear}(nselect:0) 	 	 {emerge}(nselect:0)
{appear}(nselect:0) 	 	 {break through, come through}(nselect:0)
{appear}(nselect:0) 	 	 {erupt, come out, break through, push through}(nselect:0)
{appear}(nselect:0) 	 	 {roll in}(nselect:0)
{appear}(nselect:0) 	 	 {come to mind, spring to mind}(nselect:0)
{appear}(nselect:0) 	 	 {leap out, rush out, sally out, burst forth}(nselect:0)
{appear}(nselect:0) 	 	 {break}(nselect:0)
{appear}(nselect:0) 	 	 {show, show up}(nselect:3)
{show, show up}(nselect:3) 	 	 {register}(nselect:0)
{appear}(nselect:0) 	 	 {crop up, pop up, pop}(nselect:0)
{appear}(nselect:0) 	 	 {emerge}(nselect:1)
{emerge}(nselect:1) 	 	 {burst}(nselect:0)
{emerge}(nselect:1) 	 	 {shell}(nselect:0)
Verbo(nselect:0) 	 	 {use, expend}(nselect:0)
{use, expend}(nselect:0) 	 	 {take, occupy, use up}(nselect:0)
{take, occupy, use up}(nselect:0) 	 	 {be}(nselect:3)
Verbo(nselect:0) 	 	 {intend, mean, think}(nselect:1)
{intend, mean, think}(nselect:1) 	 	 {design}(nselect:0)
{intend, mean, think}(nselect:1) 	 	 {plan, be after}(nselect:1)
{plan, be after}(nselect:1) 	 	 {think out}(nselect:0)
{plan, be after}(nselect:1) 	 	 {draw a bead on, aspire, aim, shoot for}(nselect:0)
{plan, be after}(nselect:1) 	 	 {hope, go for}(nselect:0)
{intend, mean, think}(nselect:1) 	 	 {aim, purpose, purport, propose}(nselect:1)
Verbo(nselect:0) 	 	 {punish, penalize, penalise}(nselect:1)
{punish, penalize, penalise}(nselect:1) 	 	 {tar-and-feather}(nselect:0)
{punish, penalize, penalise}(nselect:1) 	 	 {execute, put to death}(nselect:0)
{punish, penalize, penalise}(nselect:1) 	 	 {pillory}(nselect:0)
{punish, penalize, penalise}(nselect:1) 	 	 {castigate}(nselect:0)
{punish, penalize, penalise}(nselect:1) 	 	 {amerce}(nselect:0)
{punish, penalize, penalise}(nselect:1) 	 	 {victimize, victimise}(nselect:0)
{punish, penalize, penalise}(nselect:1) 	 	 {scourge}(nselect:0)
{punish, penalize, penalise}(nselect:1) 	 	 {discipline, correct, sort out}(nselect:0)
{punish, penalize, penalise}(nselect:1) 	 	 {revenge, avenge, retaliate}(nselect:1)
{revenge, avenge, retaliate}(nselect:1) 	 	 {get even, get back}(nselect:0)
Verbo(nselect:0) 	 	 {wait}(nselect:1)
{wait}(nselect:1) 	 	 {ambush, scupper, bushwhack, waylay, lurk, ambuscade, lie in wait}(nselect:0)
{wait}(nselect:1) 	 	 {kick one's heels, cool one's heels}(nselect:0)
{wait}(nselect:1) 	 	 {stand by, stick around, stick about}(nselect:0)
Verbo(nselect:0) 	 	 {lead, take, direct, conduct, guide}(nselect:6)
{lead, take, direct, conduct, guide}(nselect:6) 	 	 {beacon}(nselect:0)
{lead, take, direct, conduct, guide}(nselect:6) 	 	 {hand}(nselect:0)
{lead, take, direct, conduct, guide}(nselect:6) 	 	 {mislead, misdirect, misguide, lead astray}(nselect:0)
{lead, take, direct, conduct, guide}(nselect:6) 	 	 {usher, show}(nselect:0)
Verbo(nselect:0) 	 	 {touch}(nselect:0)
{touch}(nselect:0) 	 	 {hit, strike, impinge on, run into, collide with}(nselect:0)
{hit, strike, impinge on, run into, collide with}(nselect:0) 	 	 {collide, clash}(nselect:0)
{collide, clash}(nselect:0) 	 	 {smash}(nselect:0)
{collide, clash}(nselect:0) 	 	 {crash, ram}(nselect:0)
{collide, clash}(nselect:0) 	 	 {shock}(nselect:4)
{touch}(nselect:0) 	 	 {handle, palm}(nselect:0)
{handle, palm}(nselect:0) 	 	 {manipulate}(nselect:0)
{manipulate}(nselect:0) 	 	 {lay hands on}(nselect:0)
{manipulate}(nselect:0) 	 	 {mouse}(nselect:0)
{manipulate}(nselect:0) 	 	 {twiddle, fiddle with}(nselect:0)
{manipulate}(nselect:0) 	 	 {wield, handle, manage}(nselect:0)
{manipulate}(nselect:0) 	 	 {massage, rub down, knead}(nselect:0)
{manipulate}(nselect:0) 	 	 {knead, work}(nselect:0)
{manipulate}(nselect:0) 	 	 {shuffle, ruffle, mix}(nselect:0)
{manipulate}(nselect:0) 	 	 {tamper, fiddle, monkey}(nselect:0)
{manipulate}(nselect:0) 	 	 {toy, fiddle, diddle, play}(nselect:0)
{manipulate}(nselect:0) 	 	 {operate, control}(nselect:1)
{operate, control}(nselect:1) 	 	 {synchronize, synchronise}(nselect:0)
{operate, control}(nselect:1) 	 	 {dial}(nselect:0)
{operate, control}(nselect:1) 	 	 {turn}(nselect:0)
{operate, control}(nselect:1) 	 	 {submarine}(nselect:0)
{operate, control}(nselect:1) 	 	 {treadle}(nselect:0)
{operate, control}(nselect:1) 	 	 {relay}(nselect:0)
{operate, control}(nselect:1) 	 	 {gate}(nselect:0)
{operate, control}(nselect:1) 	 	 {pedal}(nselect:0)
{operate, control}(nselect:1) 	 	 {drive}(nselect:0)
{operate, control}(nselect:1) 	 	 {fly, aviate, pilot}(nselect:0)
Verbo(nselect:0) 	 	 {succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {hit}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {pull off, negociate, bring off, carry off, manage}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {pass, clear}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {luck out, hit the jackpot}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {nail down, nail, peg}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {pass, make it}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {run}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {work, act}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {pan out}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {arrive, make it, get in, go far}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {achieve, accomplish, attain, reach}(nselect:1)
{achieve, accomplish, attain, reach}(nselect:1) 	 	 {score}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:1) 	 	 {reach, make, get to, progress to}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:1) 	 	 {begin}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:1) 	 	 {come to, strike}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:1) 	 	 {culminate}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:1) 	 	 {compass}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:1) 	 	 {average}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:1) 	 	 {wangle, finagle, manage}(nselect:0)
Verbo(nselect:0) 	 	 {insist, take a firm stand}(nselect:2)
{insist, take a firm stand}(nselect:2) 	 	 {stand pat, stand firm, hold firm, stand fast}(nselect:0)
{insist, take a firm stand}(nselect:2) 	 	 {assert, asseverate, maintain}(nselect:0)
{assert, asseverate, maintain}(nselect:0) 	 	 {predicate, proclaim}(nselect:0)
{assert, asseverate, maintain}(nselect:0) 	 	 {allege, aver, say}(nselect:1)
{allege, aver, say}(nselect:1) 	 	 {plead}(nselect:0)
Verbo(nselect:0) 	 	 {perceive, comprehend}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {feel, sense}(nselect:3)
{perceive, comprehend}(nselect:0) 	 	 {apperceive}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {pick up, receive}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {divine}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {hallucinate}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {misperceive}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {catch, pick up}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {dream}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {hurt, ache, suffer}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {smell}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {touch}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {spy, sight}(nselect:0)
{spy, sight}(nselect:0) 	 	 {descry, spot, espy, spy}(nselect:0)
{spy, sight}(nselect:0) 	 	 {detect, observe, find, discover, notice}(nselect:4)
{detect, observe, find, discover, notice}(nselect:4) 	 	 {find out, catch out}(nselect:0)
{detect, observe, find, discover, notice}(nselect:4) 	 	 {sense}(nselect:0)
{detect, observe, find, discover, notice}(nselect:4) 	 	 {instantiate}(nselect:0)
{detect, observe, find, discover, notice}(nselect:4) 	 	 {trace}(nselect:0)
{detect, observe, find, discover, notice}(nselect:4) 	 	 {see}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {hear}(nselect:1)
{hear}(nselect:1) 	 	 {catch, take in, overhear}(nselect:0)
{hear}(nselect:1) 	 	 {catch, get}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {listen}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {taste}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {find}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {see through}(nselect:0)
{perceive, comprehend}(nselect:0) 	 	 {see}(nselect:8)
{see}(nselect:8) 	 	 {glimpse}(nselect:0)
{see}(nselect:8) 	 	 {see}(nselect:0)
{see}(nselect:8) 	 	 {catch sight, get a look, catch a glimpse}(nselect:0)
{see}(nselect:8) 	 	 {behold, lay eyes on}(nselect:0)
Verbo(nselect:0) 	 	 {be}(nselect:13)
{be}(nselect:13) 	 	 {stretch, stretch along}(nselect:0)
{be}(nselect:13) 	 	 {attend, go to}(nselect:0)
{be}(nselect:13) 	 	 {occupy, fill}(nselect:0)
{be}(nselect:13) 	 	 {populate, dwell, live, inhabit}(nselect:5)
{populate, dwell, live, inhabit}(nselect:5) 	 	 {tenant}(nselect:0)
{populate, dwell, live, inhabit}(nselect:5) 	 	 {neighbor, neighbour}(nselect:0)
{populate, dwell, live, inhabit}(nselect:5) 	 	 {occupy, reside, lodge in}(nselect:0)
{populate, dwell, live, inhabit}(nselect:5) 	 	 {reside, shack, domicile, domiciliate}(nselect:0)
{populate, dwell, live, inhabit}(nselect:5) 	 	 {people}(nselect:0)
{populate, dwell, live, inhabit}(nselect:5) 	 	 {overpopulate}(nselect:0)
{populate, dwell, live, inhabit}(nselect:5) 	 	 {cohabit, live together, shack up}(nselect:0)
{populate, dwell, live, inhabit}(nselect:5) 	 	 {lodge}(nselect:1)
{lodge}(nselect:1) 	 	 {sleep over, stay over}(nselect:0)
{populate, dwell, live, inhabit}(nselect:5) 	 	 {camp, encamp, camp out, bivouac, tent}(nselect:0)
{populate, dwell, live, inhabit}(nselect:5) 	 	 {nest}(nselect:0)
{populate, dwell, live, inhabit}(nselect:5) 	 	 {board, room}(nselect:0)
{be}(nselect:13) 	 	 {inhabit}(nselect:0)
{be}(nselect:13) 	 	 {stand back, keep one's eyes off, keep one's distance, keep one's hands off, stay away}(nselect:0)
{be}(nselect:13) 	 	 {reach, extend to, touch}(nselect:0)
{be}(nselect:13) 	 	 {run, go, pass, lead, extend}(nselect:0)
{be}(nselect:13) 	 	 {go, lead}(nselect:0)
{be}(nselect:13) 	 	 {cover, continue, extend}(nselect:0)
{be}(nselect:13) 	 	 {extend, poke out, reach out}(nselect:0)
{be}(nselect:13) 	 	 {lie}(nselect:0)
{be}(nselect:13) 	 	 {sit}(nselect:0)
{be}(nselect:13) 	 	 {sit, sit around}(nselect:0)
{be}(nselect:13) 	 	 {face}(nselect:0)
{be}(nselect:13) 	 	 {straddle}(nselect:0)
{be}(nselect:13) 	 	 {follow}(nselect:0)
{be}(nselect:13) 	 	 {center on}(nselect:0)
{be}(nselect:13) 	 	 {lie, rest}(nselect:0)
{be}(nselect:13) 	 	 {belong, go}(nselect:0)
{be}(nselect:13) 	 	 {come}(nselect:0)
Verbo(nselect:0) 	 	 {be}(nselect:2)
Verbo(nselect:0) 	 	 {get rid of, remove}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {slough off}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {weed out, comb out}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {work off}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {cull}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {dump, ditch}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {unmuzzle}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {deaerate, de-aerate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {decaffeinate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {decarbonate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {decerebrate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {dechlorinate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {defat}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {defibrinate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {degrease}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {deionize}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {delist}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {delocalize}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {deoxygenate}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {destain}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {desulfurize, desulphurize}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {detick}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {devein}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {fettle}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {flesh}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {flense}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {kern}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {pith}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {scum}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {unbridle}(nselect:0)
{get rid of, remove}(nselect:0) 	 	 {discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:2)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:2) 	 	 {unlearn}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:2) 	 	 {deep-six, give it the deep six}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:2) 	 	 {jettison}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:2) 	 	 {trash, junk, scrap}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:2) 	 	 {waste}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:2) 	 	 {dump}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:2) 	 	 {retire}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:2) 	 	 {abandon}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:2) 	 	 {sell out, sell up, liquidize}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:2) 	 	 {de-access}(nselect:0)
{discard, fling, toss, toss out, toss away, chuck out, cast aside, dispose, throw out, cast out, throw away, cast away, put away}(nselect:2) 	 	 {close out}(nselect:0)
Verbo(nselect:0) 	 	 {move}(nselect:0)
{move}(nselect:0) 	 	 {move involuntarily, move reflexively}(nselect:0)
{move}(nselect:0) 	 	 {quicken}(nselect:0)
{move}(nselect:0) 	 	 {stretch, stretch out}(nselect:0)
{move}(nselect:0) 	 	 {snap, click, flick}(nselect:0)
{move}(nselect:0) 	 	 {flex, bend}(nselect:0)
{move}(nselect:0) 	 	 {spread, propagate}(nselect:0)
{move}(nselect:0) 	 	 {reach, reach out}(nselect:0)
{move}(nselect:0) 	 	 {putter, potter, potter around, putter around}(nselect:0)
{move}(nselect:0) 	 	 {dance, trip the light fantastic, trip the light fantastic toe}(nselect:0)
{move}(nselect:0) 	 	 {drop back}(nselect:0)
{move}(nselect:0) 	 	 {hit the dirt, hit the deck}(nselect:0)
{move}(nselect:0) 	 	 {gravitate}(nselect:0)
{move}(nselect:0) 	 	 {fly}(nselect:0)
{move}(nselect:0) 	 	 {move over, give way, give, ease up, yield}(nselect:0)
{move}(nselect:0) 	 	 {cut to}(nselect:0)
{move}(nselect:0) 	 	 {lurch, pitch, shift}(nselect:0)
{move}(nselect:0) 	 	 {jolt, jar}(nselect:0)
{move}(nselect:0) 	 	 {duck}(nselect:0)
{move}(nselect:0) 	 	 {bob}(nselect:0)
{move}(nselect:0) 	 	 {wallow, welter}(nselect:0)
{move}(nselect:0) 	 	 {writhe, wrestle, wriggle, worm, squirm, twist}(nselect:0)
{move}(nselect:0) 	 	 {wobble, coggle}(nselect:0)
{move}(nselect:0) 	 	 {sidle, sashay}(nselect:0)
{move}(nselect:0) 	 	 {sidle}(nselect:0)
{move}(nselect:0) 	 	 {sweep, sail}(nselect:0)
{move}(nselect:0) 	 	 {brush, sweep}(nselect:0)
{move}(nselect:0) 	 	 {wamble, waggle}(nselect:0)
{move}(nselect:0) 	 	 {chop}(nselect:0)
{move}(nselect:0) 	 	 {reciprocate}(nselect:0)
{move}(nselect:0) 	 	 {move back and forth}(nselect:0)
{move}(nselect:0) 	 	 {nod}(nselect:0)
{move}(nselect:0) 	 	 {pulsate, beat, quiver}(nselect:0)
{move}(nselect:0) 	 	 {beat, pound, thump}(nselect:0)
{move}(nselect:0) 	 	 {teeter, seesaw, totter}(nselect:0)
{move}(nselect:0) 	 	 {buck, jerk, hitch}(nselect:0)
{move}(nselect:0) 	 	 {cant, cant over, tilt, slant, pitch}(nselect:0)
{move}(nselect:0) 	 	 {careen, wobble, shift, tilt}(nselect:0)
{move}(nselect:0) 	 	 {churn, boil, moil, roil}(nselect:0)
{move}(nselect:0) 	 	 {steal, slip}(nselect:0)
{move}(nselect:0) 	 	 {shake, agitate}(nselect:0)
