root(nselect:0) 	 	 Verbo(nselect:0)
{athlete, jock}(nselect:6) 	 	 {amateur}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {ball hawk}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {ballplayer, baseball player}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {basketball player, basketeer, cager}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {climber}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {cricketer}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {football player, footballer}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {gymnast}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {hooker}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {hurdler}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {jumper}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {lacrosse player}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {letterman}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {Olympian}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {pentathlete}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {professional, pro}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {runner}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {sharpshooter}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {shot putter}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {skater}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {skier}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {sledder}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {sport, sportsman, sportswoman}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {striker}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {substitute, reserve, second-stringer}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {swimmer}(nselect:5)
{swimmer}(nselect:5) 	 	 {backstroker}(nselect:0)
{swimmer}(nselect:5) 	 	 {breaststroker}(nselect:0)
{swimmer}(nselect:5) 	 	 {diver, plunger}(nselect:0)
{swimmer}(nselect:5) 	 	 {skinny-dipper}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {swinger}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {tennis player}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {vaulter, pole vaulter, pole jumper}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {weightlifter, lifter}(nselect:0)
{athlete, jock}(nselect:6) 	 	 {winger}(nselect:0)
{contestant}(nselect:0) 	 	 {defaulter}(nselect:0)
{contestant}(nselect:0) 	 	 {entrant}(nselect:0)
{contestant}(nselect:0) 	 	 {long shot}(nselect:0)
{contestant}(nselect:0) 	 	 {loser, also-ran}(nselect:0)
{contestant}(nselect:0) 	 	 {opposition, opponent, opposite}(nselect:0)
{contestant}(nselect:0) 	 	 {outsider}(nselect:0)
{contestant}(nselect:0) 	 	 {pothunter}(nselect:0)
{contestant}(nselect:0) 	 	 {qualifier}(nselect:0)
{contestant}(nselect:0) 	 	 {rival, challenger, competitor, competition, contender}(nselect:0)
{rival, challenger, competitor, competition, contender}(nselect:0) 	 	 {champion, champ, title-holder}(nselect:0)
{rival, challenger, competitor, competition, contender}(nselect:0) 	 	 {comer}(nselect:0)
{rival, challenger, competitor, competition, contender}(nselect:0) 	 	 {finalist}(nselect:0)
{rival, challenger, competitor, competition, contender}(nselect:0) 	 	 {foe, enemy}(nselect:0)
{rival, challenger, competitor, competition, contender}(nselect:0) 	 	 {king, queen, world-beater}(nselect:0)
{rival, challenger, competitor, competition, contender}(nselect:0) 	 	 {runner-up, second best}(nselect:0)
{rival, challenger, competitor, competition, contender}(nselect:0) 	 	 {scratch}(nselect:0)
{rival, challenger, competitor, competition, contender}(nselect:0) 	 	 {semifinalist}(nselect:0)
{rival, challenger, competitor, competition, contender}(nselect:0) 	 	 {street fighter}(nselect:0)
{rival, challenger, competitor, competition, contender}(nselect:0) 	 	 {tier}(nselect:0)
{rival, challenger, competitor, competition, contender}(nselect:0) 	 	 {tilter}(nselect:0)
{rival, challenger, competitor, competition, contender}(nselect:0) 	 	 {front-runner, favorite, favourite}(nselect:4)
{contestant}(nselect:0) 	 	 {starter}(nselect:0)
{contestant}(nselect:0) 	 	 {winner, victor}(nselect:0)
{contestant}(nselect:0) 	 	 {withdrawer}(nselect:0)
{contestant}(nselect:0) 	 	 {player, participant}(nselect:16)
{player, participant}(nselect:16) 	 	 {ballplayer, baseball player}(nselect:0)
{player, participant}(nselect:16) 	 	 {billiard player}(nselect:0)
{player, participant}(nselect:16) 	 	 {bowler}(nselect:0)
{player, participant}(nselect:16) 	 	 {card player}(nselect:0)
{player, participant}(nselect:16) 	 	 {chess player}(nselect:0)
{player, participant}(nselect:16) 	 	 {dart player}(nselect:0)
{player, participant}(nselect:16) 	 	 {football player, footballer}(nselect:0)
{player, participant}(nselect:16) 	 	 {golfer, golf player, linksman}(nselect:0)
{player, participant}(nselect:16) 	 	 {grandmaster}(nselect:0)
{player, participant}(nselect:16) 	 	 {hockey player, ice-hockey player}(nselect:0)
{hockey player, ice-hockey player}(nselect:0) 	 	 {center}(nselect:0)
{hockey player, ice-hockey player}(nselect:0) 	 	 {wing}(nselect:0)
{player, participant}(nselect:16) 	 	 {lacrosse player}(nselect:0)
{player, participant}(nselect:16) 	 	 {most valuable player, MVP}(nselect:0)
{player, participant}(nselect:16) 	 	 {playmaker}(nselect:0)
{player, participant}(nselect:16) 	 	 {pool player}(nselect:0)
{player, participant}(nselect:16) 	 	 {scorer}(nselect:0)
{player, participant}(nselect:16) 	 	 {seeded player, seed}(nselect:0)
{player, participant}(nselect:16) 	 	 {server}(nselect:0)
{player, participant}(nselect:16) 	 	 {shooter}(nselect:0)
{player, participant}(nselect:16) 	 	 {soccer player}(nselect:0)
{soccer player}(nselect:0) 	 	 {goalkeeper, goalie, goaltender, netkeeper, netminder}(nselect:7)
{player, participant}(nselect:16) 	 	 {stringer}(nselect:0)
{player, participant}(nselect:16) 	 	 {tennis player}(nselect:0)
{player, participant}(nselect:16) 	 	 {volleyball player}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {leader}(nselect:0)
{leader}(nselect:0) 	 	 {trainer}(nselect:0)
{trainer}(nselect:0) 	 	 {animal trainer, handler}(nselect:0)
{trainer}(nselect:0) 	 	 {coach, manager, handler}(nselect:11)
{coach, manager, handler}(nselect:11) 	 	 {baseball coach, baseball manager}(nselect:0)
{coach, manager, handler}(nselect:11) 	 	 {basketball coach}(nselect:0)
{coach, manager, handler}(nselect:11) 	 	 {conditioner}(nselect:0)
{coach, manager, handler}(nselect:11) 	 	 {football coach}(nselect:0)
{coach, manager, handler}(nselect:11) 	 	 {hockey coach}(nselect:0)
{coach, manager, handler}(nselect:11) 	 	 {tennis coach}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {self}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {adult, grownup}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {adventurer, venturer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {anomaly, unusual person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {applicant, applier}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {appointee, appointment}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {capitalist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {captor, capturer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {changer, modifier}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {color-blind person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {commoner, common man, common person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {communicator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {coward}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {creator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {disputant, controversialist, eristic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {engineer, applied scientist, technologist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {entertainer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {experimenter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {face}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {female, female person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {individualist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {inhabitant, habitant, dweller, denizen, indweller}(nselect:0)
{inhabitant, habitant, dweller, denizen, indweller}(nselect:0) 	 	 {American}(nselect:0)
{American}(nselect:0) 	 	 {South American}(nselect:0)
{South American}(nselect:0) 	 	 {Bolivian}(nselect:0)
{South American}(nselect:0) 	 	 {Brazilian}(nselect:0)
{South American}(nselect:0) 	 	 {Chilean}(nselect:0)
{South American}(nselect:0) 	 	 {Colombian}(nselect:0)
{South American}(nselect:0) 	 	 {Ecuadorian, Ecuadoran}(nselect:0)
{South American}(nselect:0) 	 	 {Salvadoran, Salvadorian, Salvadorean}(nselect:0)
{South American}(nselect:0) 	 	 {Guyanese}(nselect:0)
{South American}(nselect:0) 	 	 {Paraguayan}(nselect:0)
{South American}(nselect:0) 	 	 {Peruvian}(nselect:0)
{South American}(nselect:0) 	 	 {Uruguayan}(nselect:0)
{South American}(nselect:0) 	 	 {Venezuelan}(nselect:0)
{South American}(nselect:0) 	 	 {Argentinian}(nselect:6)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {native, indigen, indigene, aborigine, aboriginal}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {native}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {innocent, inexperienced person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {intellectual, intellect}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {juvenile, juvenile person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {lover}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {loved one}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {male, male person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {money handler, money dealer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {national, subject}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {nonreligious person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {nonworker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {peer, equal, match, compeer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {perceiver, percipient, observer, beholder}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {percher}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {precursor, forerunner}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {primitive, primitive person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {religious person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {sensualist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {traveler, traveller}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {unfortunate, unfortunate person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {unwelcome person, persona non grata}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {unskilled person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {worker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {African}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {person of color, person of colour}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Black, Black person, blackamoor, Negro, Negroid}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {White, White person, Caucasian}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Amerindian, Native American}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Slav}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {gentile}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Jew, Hebrew, Israelite}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Aries, Ram}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Taurus, Bull}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Gemini, Twin}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Cancer, Crab}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Leo, Lion}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Virgo, Virgin}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Libra, Balance}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Scorpio, Scorpion}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Sagittarius, Archer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Capricorn, Goat}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Aquarius, Water Bearer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Pisces, Fish}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {abator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {abjurer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {abomination}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {abstainer, abstinent, nondrinker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {achiever, winner, success, succeeder}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {acquaintance, friend}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {acquirer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {active}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {actor, doer, worker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {adjudicator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {admirer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {adoptee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {adversary, antagonist, opponent, opposer, resister}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {advisee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {affiant}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {agnostic, doubter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {amateur}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {ancient}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {anti}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {anti-American}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {apprehender}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {appreciator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {archaist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {arrogator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {assessee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {asthmatic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {authority}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {autodidact}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {baby boomer, boomer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {baby buster, buster}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {bad guy}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {bad person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {baldhead, baldpate, baldy}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {balker, baulker, noncompliant}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {bullfighter, toreador}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {bather}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {beard}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {bedfellow}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {bereaved, bereaved person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {best, topper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {birth}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {biter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {blogger}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {blond, blonde}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {bluecoat}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {bodybuilder, muscle builder, muscle-builder, musclebuilder, muscleman}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {bomber}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {brunet, brunette}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {buster}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {candidate, prospect}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {case}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {cashier}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {celebrant, celebrator, celebrater}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {censor}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {chameleon}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {charmer, beguiler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {child, baby}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {chutzpanik}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {closer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {clumsy person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {collector, aggregator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {combatant, battler, belligerent, fighter, scrapper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {complexifier}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {compulsive}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {computer user}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {contemplative}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {convert}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {copycat, imitator, emulator, ape, aper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {counter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {counterterrorist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {crawler, creeper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {creature, wight}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {creditor}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {cripple}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {dancer, social dancer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {dead person, dead soul, deceased person, deceased, decedent, departed}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {deaf person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {debaser, degrader}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {debtor, debitor}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {defecator, voider, shitter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {delayer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {deliverer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {demander}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {dieter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {differentiator, discriminator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {disentangler, unraveler, unraveller}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {dissenter, dissident, protester, objector, contestant}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {divider}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {domestic partner, significant other, spousal equivalent, spouse equivalent}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {double, image, look-alike}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {dresser}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {dribbler, driveller, slobberer, drooler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {drug user, substance abuser, user}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {dyslectic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {ectomorph}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {effecter, effector}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Elizabethan}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {emotional person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {endomorph}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {enjoyer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {enrollee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {ethnic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {explorer, adventurer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {extrovert, extravert}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {faddist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {faller}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {fastener}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {fiduciary}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {first-rater}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {follower}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {free agent, free spirit, freewheeler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {friend}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {fugitive, runaway, fleer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {gainer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {gainer, weight gainer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {gambler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {gatekeeper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {gatherer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {good guy}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {good person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {granter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {greeter, saluter, welcomer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {grinner}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {groaner}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {grunter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {guesser}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {handicapped person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {hater}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {heterosexual, heterosexual person, straight person, straight}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {homosexual, homophile, homo, gay}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {homunculus}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {hope}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {hoper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {huddler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {hugger}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {immune}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {insured, insured person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {interpreter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {introvert}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {Jat}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {jewel, gem}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:0) 	 	 {jumper}(nselect:0)
